filename,spectral_centroid,zero_crossings,spectral_rolloff,chroma_stft,rms,mel_spec,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,label
108619__nikolino__goodsound_0.wav,1379.421174907042,0.055684407552083336,2738.7542724609375,0.13764900582462208,88.8270082005065,4.453025657226605,-375.4205196616269,54.42115378771538,-43.181412575601975,37.58660911757207,-15.343245333797153,-25.257463405567478,-5.781623397937349,-21.222998709276958,-18.26417590710727,-20.631127028649022,-12.69075354451327,-7.121672745184765,0.6818085246618686,20.520128023735264,36.47414240187761,39.99429067894266,16.67244600829288,-19.23351559470743,-34.96667808784247,-18.58215722667542,Far_miss
108619__nikolino__goodsound_1.wav,1427.6658267053438,0.06573260271990741,2745.533243815104,0.14640443710932846,114.5660400186334,0.5024343936419906,-506.11140353296,24.00750124783992,-16.032213335613797,7.5970604901814545,-3.406258365327573,-17.499422449553013,-9.312629567543349,-11.464751361176068,-15.10951443011455,-10.988733599894951,-7.06641086850075,-6.345711082571939,1.5834791702353403,18.25686081127029,29.971761907739545,28.089579941346674,10.951852592068814,-10.116217906794326,-17.469391232286515,-9.9925853006036,Far_miss
108619__nikolino__goodsound_2.wav,1439.7068480792761,0.05797887731481482,2949.8494466145835,0.14208038333449713,92.26424613353062,3.959038186278803,-394.1811761438691,40.97701206308472,-40.42749425517753,34.33598508545563,-15.86564441567009,-25.151379464777264,-4.812430580972538,-20.0788158823479,-17.49777957994759,-19.28293930956168,-14.025674757720665,-5.379071411098959,4.14100790204951,22.167301455119052,40.557984968971105,41.66104984694305,11.54494695533285,-23.498712172434722,-31.388193561113567,-13.131498325721502,Far_miss
108619__nikolino__goodsound_3.wav,1550.8313755429647,0.05781385633680555,3116.8314615885415,0.13810793487244968,161.77733537469686,0.0058189705236310245,-715.7069476025665,35.059570894883706,-30.648568026518614,24.0963855324304,-10.193336937648972,-22.985529379697496,-4.685621418793524,-18.637505688415153,-16.81964940125227,-16.344189819437286,-14.395762847194423,-5.049576744967192,3.5346613142637673,20.232420826618334,35.39546248200044,35.3328258824358,9.676985596487636,-20.73504802348917,-26.262274619875164,-11.826748017762524,Far_miss
108619__nikolino__goodsound_4.wav,3024.229477698697,0.20532746010638298,6499.36211768617,0.1646259592031909,222.69865512508667,3.5216407226826936e-07,-993.6369664688198,15.743761503946823,-11.80116957583862,8.26894822326973,-5.662135075842578,-9.218480144178377,-8.727641897915948,-4.957110811818969,-13.475845732945752,-7.818392284133926,-9.478297230024811,-1.3328250742010228,4.402518303863653,22.22687664349495,30.51555831089858,30.11843870728785,5.109252234858032,-11.6023462281235,-14.79089441451243,-2.508597873377087,Far_miss
112250__jobro__elevator-ride_(1)_00.wav,6149.125528281561,0.5318490487557871,9085.616048177084,0.49862927247337746,43.00105857700543,0.5201164024627234,-174.66716200151058,-23.13715402322637,28.3962589663258,1.4436493312288805,1.022010226713459,4.668901343293873,-7.5993562879532055,3.2931653803796315,-8.131921763029554,3.2968226271687135,-7.453528003755023,5.461074020243557,-5.97735237169296,-0.9596249964200001,-2.7773857461037714,-0.02820016478848686,-5.878259023107061,2.4202751276309136,-6.3873141007127865,1.5641517197203096,Far_miss
112250__jobro__elevator-ride_(1)_01.wav,6536.082825011021,0.5809461805555556,9208.983357747396,0.46412984694813636,42.19109547836794,0.3091148965471233,-173.37828205836402,-35.15535374612928,30.446285392363254,-1.0962870202265804,-5.496315185286134,-0.3391962880066086,-6.7987310458077195,3.5175663502754078,-8.624850312884677,2.1934598385953428,-11.119032025874528,7.531311582399322,-4.873433950709187,-2.4538334801229404,-4.014167672283861,-2.13811263528844,-10.255157128834467,3.1784154594340572,-11.197161958174695,0.7207745930303505,Far_miss
112250__jobro__elevator-ride_(1)_02.wav,6925.660317463615,0.6265394422743056,9244.074503580729,0.37269985922637067,38.90712164008174,0.8324093730867672,-148.41632938959955,-45.356678178983074,43.94915395528657,1.443644812772626,2.893800898785371,5.2630652631114065,-4.218324945242897,1.2635283651761062,-6.713629761834996,8.720787117341711,-11.948395352465484,8.439622291654715,-7.6839822452930955,-3.4881009109343926,-0.715895427873861,1.1144068548632842,-6.543936393861795,3.4726876521126226,-8.126401960897685,3.3643221278005817,Far_miss
112250__jobro__elevator-ride_(1)_03.wav,6027.380415224376,0.4898726851851852,8928.453572591146,0.4310592393582456,44.721900755217575,0.8286503009188994,-175.32623995088957,-9.757803985912483,35.96184066595218,-0.6342357777319234,-6.445230192389037,4.902042770963707,-3.9735382917698794,1.769910946353122,-7.970216188753936,5.702861567720699,-16.18352045069074,5.77473755956337,-9.62283671581273,-2.8286253776166173,-6.63977333873656,0.0015593660013913482,-10.635250982273542,2.3123424837679547,-12.137923248031507,-0.2144508697498266,Far_miss
112250__jobro__elevator-ride_(1)_04.wav,5897.91266328649,0.4906638816550926,8859.517415364584,0.46503538034431235,37.084377956213174,0.3515786737739833,-149.41180096165175,-11.62211892527935,23.460159642084623,5.322273303870732,-2.962405530845991,3.866974225745988,-6.676961284300847,-0.19665157756815418,-6.0331217921409,4.97510286013141,-13.28516402581955,2.9256006010472766,-13.605068751281676,0.051743950968759965,-11.130444633696746,0.3801433028177616,-8.933571752643799,1.8796884861210843,-11.401757999254512,-1.7708969960911358,Far_miss
112250__jobro__elevator-ride_(1)_05.wav,6447.8412735364045,0.5517781575520834,9255.588785807291,0.4491921463665649,37.723603614068,0.2862392083325559,-155.26642982444497,-22.40918399236694,30.328844955598182,-1.8762547116295774,-0.4825290155328329,2.7113663750460035,-9.186776844022065,-3.267494694024858,-1.6510589492394256,3.296599382564328,-7.249250771571398,-0.07348049988041278,-10.79467937186994,2.6081716437144857,-11.078408689057264,-0.9114455718601986,-7.774023642262954,1.3484426741975937,-13.359887948298436,-0.37636549411694453,Far_miss
112250__jobro__elevator-ride_(1)_06.wav,4936.6429603133765,0.3930867513020833,8540.656534830729,0.629918527705839,50.96191449847023,0.055425486532083436,-220.80143330983466,21.356520563497323,17.06380173213914,3.6851034093918567,1.3805565010197018,4.916454510248524,-8.91895745458137,6.613111206914046,-8.03429829888179,3.589662073986199,-9.696798761862569,1.6819301482502576,-8.047654629685894,-2.396496451159198,-7.641622163229052,0.7156660302886443,-5.828129764813806,-1.2997118237059044,-6.931542492344753,1.6266919158691129,Far_miss
112250__jobro__elevator-ride_(1)_07.wav,4553.945490701018,0.34892216435185186,8197.919718424479,0.6748843659875717,43.508764975352854,0.08827911763016436,-187.02768616538995,23.94011700672158,10.663133487353294,17.230061605289606,-6.903348098377716,2.776685228627597,-6.611401662123151,-0.1766615278478009,-10.340426610566647,1.3589017049298855,-10.705620608534,1.9189129690399154,-9.011136552152653,-1.1507965347854512,-6.976053465277163,0.17897138022209422,-6.689505555050077,0.46025331514062945,-7.147217073404558,1.5046064623025677,Far_miss
112250__jobro__elevator-ride_(1)_08.wav,4284.325180189974,0.3160942925347222,8107.350667317708,0.6687209218071916,45.674853109615704,0.09909980488355624,-197.09819991876117,36.28323181920799,10.581543525187428,14.47336459270787,-3.1818919752648522,5.671793675330256,-7.415718552217576,2.3134542479502294,-10.23644126418142,2.151746448960164,-5.299160399203482,3.21158843597307,-6.984214746331541,2.377357159565194,-7.141567008665176,0.8203422705092401,-6.54410285716146,0.9575828421695749,-6.931783343391584,0.7014555852947736,Far_miss
112250__jobro__elevator-ride_(1)_09.wav,3805.8510124746826,0.23293276186342593,7663.328043619792,0.6038786809354357,29.373119636147848,0.49161264681308103,-112.94013045721174,48.388913543511855,15.349358360373962,24.733555580989215,0.6091066161058016,11.546199062649812,-4.183709693181571,7.3968914457344175,-6.06325070196694,0.9516657008885301,-4.817424644920552,2.6437609021771418,-4.9613588509657305,2.6478209243848063,-5.6933944346184076,2.2234539939967894,-5.4502363569169185,2.4017303988860306,-5.534476189580117,0.6368972167369655,Far_miss
112250__jobro__elevator-ride_(1)_10.wav,3636.5462040905095,0.21475784866898148,7449.7406005859375,0.6105319865841152,24.63595849353755,0.7761396366153144,-86.45500947231433,53.19727037124895,14.798057098458592,24.77207810834311,-1.0632539217779178,10.991842833928368,-3.7085097924114243,6.208565431301633,-7.236013549293314,0.44052170550031816,-6.388891122342873,2.721055372100529,-5.338972220678593,1.2248151269510288,-5.500522151429874,2.4714048067123207,-4.3171561963284395,2.7573800831887176,-5.406320248888178,0.3883433802936012,Far_miss
112250__jobro__elevator-ride_(1)_11.wav,3274.394871471562,0.1901832863136574,7080.6854248046875,0.5741590261834951,29.47722605126301,0.6793838267857392,-106.51005351388355,65.7231999469254,15.347887734619631,24.586917830797738,-2.571532127470534,8.030617759090596,-5.345700778665894,2.160181161514209,-5.933284023455433,-0.6273832295565199,-7.56299201798106,5.001470240614474,-3.7554870218126104,1.25388278378922,-4.249627009063773,1.6519519091051098,-4.553718186365725,3.899496142729151,-4.761769332106684,-1.6143566345537437,Far_miss
112250__jobro__elevator-ride_(1)_12.wav,4106.338750453336,0.3016018337673611,7540.9576416015625,0.48130565576398543,23.230746192505748,3.50508170723022,-70.45711760389655,36.7263273451017,9.786751234978526,24.85790025990341,-10.641566563797815,7.0483659947315935,-7.082938048257932,-3.9726153434125204,-7.466900178979746,-3.6365609377940338,-8.244962386291418,0.864069018161059,-6.53362721371888,5.585543461655961,-7.912792168241209,1.4684407085817421,-6.714169947417367,-0.5990192036312549,-4.907834327267408,4.919382154367826,Far_miss
112250__jobro__elevator-ride_(1)_13.wav,3319.9683187858877,0.18367060908564814,7093.8446044921875,0.5680868537191007,43.961394378374834,0.7583319856446756,-174.90530810010966,62.16008105769308,16.176927247726866,25.010645597933426,-1.7603285688011145,10.783860379948523,-7.32954026299475,4.814671423194507,-8.281222055881305,2.7746839792861966,-8.109559516060457,1.966721104899707,-4.8686681460335,3.521916025428634,-5.671560616915725,2.949702037871874,-6.131837018442394,1.5874264954540067,-5.523410857359956,1.4252388318068938,Far_miss
112250__jobro__elevator-ride_(1)_14.wav,3039.878224556154,0.1458062065972222,6682.869466145833,0.5226543829971526,65.79441398578491,1.2331313595541329,-272.8761277524666,71.40404502915682,34.49914718196248,31.362168653408602,4.287339305980576,13.247489974328085,-4.88850229046995,5.789479801433642,-2.578712068882651,5.223569677747624,-3.744987887181988,7.880821510034431,-4.3757692769604795,1.7893909428905366,-7.102726089484856,-0.09243461934492689,-5.501288568609221,-1.154991555252261,-6.853876159537049,-0.09874830046521119,Far_miss
112250__jobro__elevator-ride_(1)_15.wav,3406.9421865470617,0.1851264105902778,6918.438720703125,0.5919027130899294,29.48302609623739,1.8257722089242991,-93.55245638849162,59.86085077344087,29.016394475082304,37.95844718047803,-6.598370282154611,20.528871864687382,-7.5410615805802355,10.226909523966752,-7.44065270547977,3.266729775407269,-7.005426279534616,5.265098772326178,-3.7220542093196687,4.747061865833399,-7.577578154701861,0.7206785050541258,-6.572449854995968,-0.491528175124757,-10.610642002209513,1.86895276056382,Far_miss
112250__jobro__elevator-ride_(1)_16.wav,3201.1164373447896,0.1626247829861111,6802.099609375,0.5816943569331476,28.00674101420857,2.866667070662111,-78.81641218643628,64.63190281960482,30.077705120889366,37.41269144419606,-5.4950968259969155,19.359303875956133,-3.5645343204574167,9.725062754970407,-7.230435789206713,3.6509580407798916,-5.103185212020583,5.723220463970672,-4.578308563080454,2.1293439924579607,-6.149796042975761,0.7822921480498272,-6.739291465360951,-0.026642855919149708,-7.23363742941848,1.8248547571328908,Far_miss
112250__jobro__elevator-ride_(1)_17.wav,3812.480523664966,0.22300211588541666,7333.251953125,0.6238610802381376,36.33973882474093,0.4554358280368505,-140.71694964923947,46.66463760291747,33.569292554774464,37.288666884012876,-6.935920865641666,19.41235197130256,-5.348185060687136,10.670727775036934,-5.792474403476437,4.423534113132775,-3.3088589939351687,5.966186874684194,-4.058290876649996,2.9835004437058803,-7.241523196794906,1.787389466283982,-6.020875330325482,0.7299372413798659,-7.952586104341749,0.5516730942030995,Far_miss
112250__jobro__elevator-ride_(1)_18.wav,3254.5101193878904,0.18921802662037038,6258.485921223958,0.46190919704180367,40.710173191044476,4.620805015771876,-145.43325690606218,61.784127748331365,15.86086044308698,39.14550632574113,-4.906580623836872,12.840153040098912,-1.6597350734762155,-0.2920206982729149,-4.8015125142966,0.3724069058393511,-3.908606805830122,1.4263701325865665,-6.473225575566867,4.378534975695585,-6.387725559188288,-1.975849195408886,-4.564418733834301,0.6445805103197119,-7.513538565616296,1.2747660388329696,Far_miss
112250__jobro__elevator-ride_(1)_19.wav,3307.1641429573974,0.19091344762731483,6856.53076171875,0.5611356432705297,48.14667774316097,0.4234485883044609,-196.27863564013495,64.48827592113173,19.869313294047785,28.55810389662051,-6.097514543529235,9.248486267738336,-10.1857214326762,1.7715644939094393,-7.795219327561519,-0.35065348991811557,-9.366847837559193,1.4293131627284308,-8.056080880479906,0.845479516757497,-6.900457838088115,0.32102779582204244,-5.974666159102652,-0.18024135505252664,-8.147475149348296,1.9413240217511043,Far_miss
112250__jobro__elevator-ride_(1)_20.wav,3066.0692607642686,0.14576898619186046,6819.014580305233,0.5836309540614963,57.40744648140745,1.2826220679162965,-231.97757997858682,73.45964509003932,23.897826434463937,25.683453811815397,-4.544703854551992,10.168601435448767,-10.186968310460664,0.8248633004782014,-7.667198099690638,-1.0954969822304372,-10.251923551840253,0.5139940672548655,-8.685264912970124,-0.6920944127643114,-5.530103104697969,0.47379002503527645,-5.866917526927193,0.987289176765066,-5.837480929369278,1.3425435837164337,Far_miss
112250__jobro__elevator-ride_00.wav,6149.125528281561,0.5318490487557871,9085.616048177084,0.49862927247337746,43.00105857700543,0.5201164024627234,-174.66716200151058,-23.13715402322637,28.3962589663258,1.4436493312288805,1.022010226713459,4.668901343293873,-7.5993562879532055,3.2931653803796315,-8.131921763029554,3.2968226271687135,-7.453528003755023,5.461074020243557,-5.97735237169296,-0.9596249964200001,-2.7773857461037714,-0.02820016478848686,-5.878259023107061,2.4202751276309136,-6.3873141007127865,1.5641517197203096,Far_miss
112250__jobro__elevator-ride_01.wav,6536.082825011021,0.5809461805555556,9208.983357747396,0.46412984694813636,42.19109547836794,0.3091148965471233,-173.37828205836402,-35.15535374612928,30.446285392363254,-1.0962870202265804,-5.496315185286134,-0.3391962880066086,-6.7987310458077195,3.5175663502754078,-8.624850312884677,2.1934598385953428,-11.119032025874528,7.531311582399322,-4.873433950709187,-2.4538334801229404,-4.014167672283861,-2.13811263528844,-10.255157128834467,3.1784154594340572,-11.197161958174695,0.7207745930303505,Far_miss
112250__jobro__elevator-ride_02.wav,6925.660317463615,0.6265394422743056,9244.074503580729,0.37269985922637067,38.90712164008174,0.8324093730867672,-148.41632938959955,-45.356678178983074,43.94915395528657,1.443644812772626,2.893800898785371,5.2630652631114065,-4.218324945242897,1.2635283651761062,-6.713629761834996,8.720787117341711,-11.948395352465484,8.439622291654715,-7.6839822452930955,-3.4881009109343926,-0.715895427873861,1.1144068548632842,-6.543936393861795,3.4726876521126226,-8.126401960897685,3.3643221278005817,Far_miss
112250__jobro__elevator-ride_03.wav,6027.380415224376,0.4898726851851852,8928.453572591146,0.4310592393582456,44.721900755217575,0.8286503009188994,-175.32623995088957,-9.757803985912483,35.96184066595218,-0.6342357777319234,-6.445230192389037,4.902042770963707,-3.9735382917698794,1.769910946353122,-7.970216188753936,5.702861567720699,-16.18352045069074,5.77473755956337,-9.62283671581273,-2.8286253776166173,-6.63977333873656,0.0015593660013913482,-10.635250982273542,2.3123424837679547,-12.137923248031507,-0.2144508697498266,Far_miss
112250__jobro__elevator-ride_04.wav,5897.91266328649,0.4906638816550926,8859.517415364584,0.46503538034431235,37.084377956213174,0.3515786737739833,-149.41180096165175,-11.62211892527935,23.460159642084623,5.322273303870732,-2.962405530845991,3.866974225745988,-6.676961284300847,-0.19665157756815418,-6.0331217921409,4.97510286013141,-13.28516402581955,2.9256006010472766,-13.605068751281676,0.051743950968759965,-11.130444633696746,0.3801433028177616,-8.933571752643799,1.8796884861210843,-11.401757999254512,-1.7708969960911358,Far_miss
112250__jobro__elevator-ride_05.wav,6447.8412735364045,0.5517781575520834,9255.588785807291,0.4491921463665649,37.723603614068,0.2862392083325559,-155.26642982444497,-22.40918399236694,30.328844955598182,-1.8762547116295774,-0.4825290155328329,2.7113663750460035,-9.186776844022065,-3.267494694024858,-1.6510589492394256,3.296599382564328,-7.249250771571398,-0.07348049988041278,-10.79467937186994,2.6081716437144857,-11.078408689057264,-0.9114455718601986,-7.774023642262954,1.3484426741975937,-13.359887948298436,-0.37636549411694453,Far_miss
112250__jobro__elevator-ride_06.wav,4936.6429603133765,0.3930867513020833,8540.656534830729,0.629918527705839,50.96191449847023,0.055425486532083436,-220.80143330983466,21.356520563497323,17.06380173213914,3.6851034093918567,1.3805565010197018,4.916454510248524,-8.91895745458137,6.613111206914046,-8.03429829888179,3.589662073986199,-9.696798761862569,1.6819301482502576,-8.047654629685894,-2.396496451159198,-7.641622163229052,0.7156660302886443,-5.828129764813806,-1.2997118237059044,-6.931542492344753,1.6266919158691129,Far_miss
112250__jobro__elevator-ride_07.wav,4553.945490701018,0.34892216435185186,8197.919718424479,0.6748843659875717,43.508764975352854,0.08827911763016436,-187.02768616538995,23.94011700672158,10.663133487353294,17.230061605289606,-6.903348098377716,2.776685228627597,-6.611401662123151,-0.1766615278478009,-10.340426610566647,1.3589017049298855,-10.705620608534,1.9189129690399154,-9.011136552152653,-1.1507965347854512,-6.976053465277163,0.17897138022209422,-6.689505555050077,0.46025331514062945,-7.147217073404558,1.5046064623025677,Far_miss
112250__jobro__elevator-ride_08.wav,4284.325180189974,0.3160942925347222,8107.350667317708,0.6687209218071916,45.674853109615704,0.09909980488355624,-197.09819991876117,36.28323181920799,10.581543525187428,14.47336459270787,-3.1818919752648522,5.671793675330256,-7.415718552217576,2.3134542479502294,-10.23644126418142,2.151746448960164,-5.299160399203482,3.21158843597307,-6.984214746331541,2.377357159565194,-7.141567008665176,0.8203422705092401,-6.54410285716146,0.9575828421695749,-6.931783343391584,0.7014555852947736,Far_miss
112250__jobro__elevator-ride_09.wav,3805.8510124746826,0.23293276186342593,7663.328043619792,0.6038786809354357,29.373119636147848,0.49161264681308103,-112.94013045721174,48.388913543511855,15.349358360373962,24.733555580989215,0.6091066161058016,11.546199062649812,-4.183709693181571,7.3968914457344175,-6.06325070196694,0.9516657008885301,-4.817424644920552,2.6437609021771418,-4.9613588509657305,2.6478209243848063,-5.6933944346184076,2.2234539939967894,-5.4502363569169185,2.4017303988860306,-5.534476189580117,0.6368972167369655,Far_miss
112250__jobro__elevator-ride_10.wav,3636.5462040905095,0.21475784866898148,7449.7406005859375,0.6105319865841152,24.63595849353755,0.7761396366153144,-86.45500947231433,53.19727037124895,14.798057098458592,24.77207810834311,-1.0632539217779178,10.991842833928368,-3.7085097924114243,6.208565431301633,-7.236013549293314,0.44052170550031816,-6.388891122342873,2.721055372100529,-5.338972220678593,1.2248151269510288,-5.500522151429874,2.4714048067123207,-4.3171561963284395,2.7573800831887176,-5.406320248888178,0.3883433802936012,Far_miss
112250__jobro__elevator-ride_11.wav,3274.394871471562,0.1901832863136574,7080.6854248046875,0.5741590261834951,29.47722605126301,0.6793838267857392,-106.51005351388355,65.7231999469254,15.347887734619631,24.586917830797738,-2.571532127470534,8.030617759090596,-5.345700778665894,2.160181161514209,-5.933284023455433,-0.6273832295565199,-7.56299201798106,5.001470240614474,-3.7554870218126104,1.25388278378922,-4.249627009063773,1.6519519091051098,-4.553718186365725,3.899496142729151,-4.761769332106684,-1.6143566345537437,Far_miss
112250__jobro__elevator-ride_12.wav,4106.338750453336,0.3016018337673611,7540.9576416015625,0.48130565576398543,23.230746192505748,3.50508170723022,-70.45711760389655,36.7263273451017,9.786751234978526,24.85790025990341,-10.641566563797815,7.0483659947315935,-7.082938048257932,-3.9726153434125204,-7.466900178979746,-3.6365609377940338,-8.244962386291418,0.864069018161059,-6.53362721371888,5.585543461655961,-7.912792168241209,1.4684407085817421,-6.714169947417367,-0.5990192036312549,-4.907834327267408,4.919382154367826,Far_miss
